hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
18,25,29,998,1.79,0,0,40
19,25,28,998,3.58,0,0,40
23,24,25,999,1.78,0,0,84
0,24,24,1000,0.89,0,0,85
2,24,24,1000,0.89,0,0,102
3,24,24,999,0.89,0,0,80
4,22,23,1000,0.89,0,0,73
5,22,22,1000,2.68,0,0,47
6,23,23,1000,4.47,0,0,38
7,24,25,1001,0.45,0,0,39
8,23,26,1001,3.13,0,0,25
10,22,29,1001,3.13,0,0,22
11,20,30,1001,1.79,0,0,24
12,20,32,1000,0.89,0,0,23
13,21,32,1000,1.79,0,0,30
15,22,33,999,4.92,0,0,45
16,22,33,998,8.94,0,0,42
17,23,33,998,12.07,0,0,33
18,23,32,998,16.09,0,0,35
19,24,30,998,19.22,0,0,55
20,24,29,999,21.01,0,0,60
21,25,28,1000,22.8,0,0,60
22,24,28,999,25.93,0,0,56
0,23,24,1002,3.13,0,2,32
1,23,23,1002,3.13,0,3,37
2,23,23,1001,1.79,0,0,39
3,22,23,1001,3.58,0,1,61
4,22,23,1001,1.79,0,0,53
5,22,23,1001,5.81,0,0,48
7,22,23,1002,0.89,0,0,37
8,23,25,1003,1.78,0,0,42
9,23,27,1003,2.67,0,0,51
10,24,27,1003,1.79,0,0,68
12,24,28,1002,6.71,0,0,88
13,24,29,1002,9.84,0,0,72
14,25,29,1002,13.86,0,0,65
16,24,29,1002,21.01,0,0,55
17,24,29,1002,24.14,0,0,62
20,24,27,1002,32.18,0,0,90
22,24,27,1004,33.96,0,0,93
23,25,27,1004,34.85,0,0,99
2,24,26,1004,42.9,0,0,171
3,24,25,1004,44.69,0,0,179
4,24,25,1004,46.48,0,0,183
5,24,25,1004,48.27,0,0,190
6,24,25,1004,50.06,0,0,202
7,24,25,1005,53.19,0,0,209
8,24,26,1005,54.98,0,0,226
11,25,28,1006,4.92,0,0,201
12,26,30,1006,1.79,0,0,201
13,25,31,1005,3.58,0,0,213
14,26,31,1005,1.79,0,0,210
15,26,31,1004,5.81,0,0,233
16,26,31,1005,8.94,0,0,215
17,27,30,1004,12.07,0,0,184
18,27,30,1004,13.86,0,0,186
20,27,29,1005,17.44,0,0,209
21,27,28,1006,19.23,0,0,238
22,27,28,1006,21.02,0,0,259
23,27,27,1007,0.89,0,0,269
0,26,27,1006,1.79,0,0,286
1,26,27,1006,4.92,0,0,311
2,26,27,1006,0.89,0,0,306
3,25,26,1006,1.79,0,0,307
5,25,26,1006,1.79,0,0,300
7,25,26,1005,1.79,0,0,273
8,26,26,1006,3.58,0,0,264
9,22,23,1007,7.15,0,1,88
10,22,23,1008,11.17,0,2,50
11,22,24,1007,4.02,0,3,49
12,23,24,1007,3.13,0,4,42
15,23,24,1006,4.02,0,7,54
16,23,25,1005,3.13,0,8,66
18,23,25,1005,9.39,0,10,38
19,23,25,1005,13.41,0,11,43
20,23,24,1006,18.33,0,12,56
21,22,23,1006,24.14,0,13,49
22,22,23,1005,27.27,0,14,37
23,22,23,1005,30.4,0,15,41
0,22,22,1006,1.79,0,16,39
1,21,21,1004,1.79,0,17,36
3,21,21,1003,6.71,0,19,35
4,21,21,1003,4.02,0,20,40
5,21,21,1003,7.15,0,21,36
6,20,21,1002,4.02,0,22,39
7,21,22,1003,4.02,0,23,32
9,22,26,1002,9.83,0,0,35
10,22,27,1002,12.96,0,0,38
13,23,30,1001,1.79,0,0,33
14,21,31,1000,2.68,0,0,30
15,22,31,1000,3.57,0,0,37
17,23,31,999,3.58,0,0,54
18,23,30,999,6.71,0,0,48
19,23,28,1000,10.73,0,0,44
20,23,27,1000,13.86,0,0,56
21,23,27,1001,17.88,0,0,57
22,23,26,1002,21.01,0,0,62
23,23,26,1002,25.03,0,0,58
1,23,24,1003,0.89,0,0,77
2,24,24,1003,0.89,0,0,78
3,23,24,1003,1.78,0,0,86
4,22,23,1003,2.67,0,0,102
5,23,23,1003,3.56,0,0,87
7,23,25,1003,6.26,0,0,73
8,23,26,1004,10.28,0,0,59
10,23,29,1004,17.43,0,0,51
11,22,30,1004,19.22,0,0,29
12,20,32,1003,1.79,0,0,38
14,21,33,1003,5.37,0,0,37
15,20,34,1002,6.26,0,0,20
16,19,35,1002,1.79,0,0,41
18,23,31,1002,4.92,0,0,82
19,23,31,1002,8.05,0,0,88
12,21,29,1004,3.13,0,0,59
13,20,31,1003,7.15,0,0,46
14,20,31,1003,12.07,0,0,49
15,21,31,1003,16.99,0,0,46
16,20,30,1003,21.91,0,0,49
17,21,29,1003,26.83,0,0,50
18,19,28,1003,30.85,0,0,66
19,20,26,1003,34.87,0,0,68
20,20,26,1003,36.66,0,0,74
21,20,26,1004,39.79,0,0,75
22,20,25,1004,43.81,0,0,81
23,20,25,1004,46.94,0,0,70
0,21,25,1004,50.07,0,0,85
1,21,23,1004,51.86,0,0,77
2,21,23,1004,53.65,0,0,86
4,21,22,1004,57.23,0,0,98
5,21,22,1004,0.89,0,0,91
6,21,22,1004,0.89,0,0,108
7,22,24,1005,1.78,0,0,110
11,23,29,1005,1.79,0,0,114
12,23,30,1004,0.89,0,0,106
14,23,32,1004,3.58,0,0,109
19,21,28,1004,23.69,0,0,115
20,21,27,1005,25.48,0,0,117
22,22,25,1006,0.89,0,0,101
23,23,24,1006,1.34,0,0,107
0,23,24,1006,1.79,0,0,118
2,22,24,1006,5.37,0,0,166
3,23,24,1006,7.16,0,0,144
4,23,24,1006,8.05,0,0,146
5,23,23,1006,8.94,0,0,154
7,23,25,1007,12.52,0,0,190
8,24,26,1007,0.89,0,0,205
9,24,26,1007,1.79,0,0,200
10,24,27,1007,3.58,0,0,178
11,24,29,1007,5.37,0,0,134
12,24,29,1007,7.16,0,0,134
13,23,30,1006,10.29,0,0,144
14,23,30,1006,13.42,0,0,142
17,23,30,1005,24.59,0,0,143
18,22,29,1005,27.72,0,0,144
19,23,28,1005,30.85,0,0,175
21,22,26,1006,37.11,0,0,142
0,22,24,1007,43.82,0,0,114
9,24,28,1002,15.2,0,0,109
10,23,29,1002,1.79,0,0,98
11,23,31,1001,1.79,0,0,90
13,21,33,1000,1.79,0,0,84
15,22,34,999,0.89,0,0,75
17,22,33,998,4.92,0,0,104
21,25,29,1000,14.76,0,0,92
22,24,28,1001,16.55,0,0,98
23,24,27,1001,18.34,0,0,139
2,25,26,1001,23.71,0,0,209
3,24,26,1001,25.5,0,0,208
4,24,25,1001,27.29,0,0,211
5,24,25,1002,0.89,0,0,201
6,25,26,1002,1.78,0,0,226
7,25,26,1002,1.79,0,0,214
8,25,27,1003,3.58,0,0,212
9,25,29,1003,0.89,0,0,227
10,25,30,1003,1.78,0,0,217
11,26,31,1003,2.67,0,0,212
12,26,31,1003,1.79,0,0,230
13,26,33,1003,0.89,0,0,202
14,26,33,1002,1.79,0,0,195
15,26,34,1002,4.92,0,0,221
16,25,34,1003,8.05,0,0,201
17,25,31,1003,9.84,0,1,202
18,21,27,1004,9.83,0,2,102
22,22,23,1009,3.13,0,7,42
21,24,28,1007,19.68,0,0,58
23,24,26,1007,0.89,0,0,70
0,24,25,1007,1.79,0,0,74
1,24,25,1007,0.89,0,0,64
2,24,25,1007,1.79,0,0,82
3,23,24,1007,0.89,0,0,119
4,22,23,1006,0.89,0,0,146
5,23,23,1007,1.78,0,0,121
6,23,23,1007,1.79,0,0,64
8,24,27,1007,0.89,0,0,61
9,24,29,1007,1.79,0,0,83
10,25,31,1006,0.89,0,0,96
11,24,32,1006,1.78,0,0,80
12,23,34,1006,1.79,0,0,87
13,24,32,1005,3.58,0,0,91
18,24,31,1003,17.89,0,0,111
19,24,30,1004,19.68,0,0,108
20,24,29,1004,21.47,0,0,113
21,25,28,1004,24.6,0,0,130
22,25,27,1004,26.39,0,0,133
23,24,27,1004,28.18,0,0,161
1,24,26,1004,31.76,0,0,115
2,24,26,1004,0.89,0,0,111
3,24,25,1004,0.89,0,0,105
4,24,25,1004,0.89,0,0,111
6,24,25,1004,0.89,0,0,107
7,24,26,1004,0.89,0,0,125
10,23,30,1004,1.79,0,0,112
11,25,31,1003,0.89,0,0,118
13,24,32,1002,6.26,0,0,153
14,24,32,1002,8.05,0,0,159
15,24,33,1001,11.18,0,0,151
18,24,30,1001,20.57,0,0,138
19,25,29,1001,23.7,0,0,171
20,25,28,1002,27.72,0,0,174
21,25,27,1003,29.51,0,0,154
22,25,27,1003,32.64,0,0,140
23,24,26,1002,0.89,0,0,130
1,24,26,1002,3.58,0,0,100
4,24,25,1001,11.63,0,0,86
5,24,25,1001,13.42,0,0,96
8,23,26,1001,21.47,0,0,116
9,24,27,1001,23.26,0,0,110
11,25,29,1000,26.84,0,0,137
14,24,31,999,36.23,0,0,148
16,24,30,999,42.49,0,0,134
19,25,29,1000,50.54,0,0,142
20,25,28,1000,52.33,0,0,130
21,25,28,1001,54.12,0,0,123
23,25,28,1001,56.8,0,0,135
0,25,28,1001,58.59,0,0,125
1,25,28,1001,60.38,0,0,138
3,24,24,1001,3.13,0,3,31
5,23,24,1001,5.81,0,0,56
6,23,24,1002,1.79,0,0,46
7,24,24,1002,0.89,0,0,33
8,24,25,1002,1.79,0,0,40
9,25,27,1003,0.89,0,0,41
10,26,28,1003,1.79,0,0,65
11,26,28,1002,3.58,0,0,110
12,26,29,1002,5.37,0,0,108
13,25,28,1002,7.16,0,0,93
14,26,28,1002,8.95,0,1,107
17,26,27,1001,1.78,0,1,120
18,26,26,1002,3.13,0,0,122
19,25,25,1002,3.13,0,1,128
21,25,25,1002,0.89,0,0,206
23,24,24,1003,3.13,0,2,156
1,24,24,1002,1.79,0,0,160
2,24,24,1002,4.92,0,0,175
3,24,24,1001,8.05,0,1,158
4,24,25,1001,9.84,0,2,137
5,24,25,1001,11.63,0,3,128
8,24,25,1002,18.34,0,6,109
10,24,25,1002,21.92,0,1,99
12,24,24,1002,4.92,0,3,118
13,24,24,1002,8.05,0,4,116
14,23,24,1002,1.79,0,5,109
15,24,25,1002,0.89,0,0,109
16,24,26,1002,1.79,0,0,109
17,24,26,1002,0.89,0,0,87
18,24,25,1002,1.78,0,0,100
19,24,25,1002,0.89,0,0,117
20,24,25,1003,1.79,0,0,107
21,24,25,1003,1.79,0,0,110
0,21,24,1003,4.92,0,1,10
2,22,23,1003,0.89,0,3,6
3,22,23,1003,0.89,0,0,9
5,21,23,1003,7.15,0,0,8
6,21,23,1003,11.17,0,0,17
11,19,30,1004,30.39,0,0,7
12,19,31,1004,4.02,0,0,7
14,18,32,1003,12.06,0,0,7
15,17,32,1003,3.13,0,0,4
18,19,30,1003,9.84,0,0,17
20,21,27,1004,16.99,0,0,35
21,21,27,1005,20.12,0,0,32
22,21,27,1006,21.91,0,0,37
23,22,26,1006,23.7,0,0,45
1,22,23,1006,1.79,0,0,51
2,22,23,1006,0.89,0,0,67
3,22,22,1006,1.78,0,0,68
6,22,22,1006,0.89,0,0,74
7,23,23,1007,0.89,0,0,74
8,23,25,1007,1.78,0,0,69
10,23,28,1007,1.79,0,0,69
11,23,27,1007,4.92,0,0,88
12,23,26,1008,9.84,0,0,88
13,23,26,1007,1.79,0,1,67
16,19,26,1007,12.97,0,1,37
17,20,25,1008,17.89,0,2,22
18,18,25,1009,23.7,0,3,16
19,18,24,1008,26.83,0,0,29
21,19,23,1010,34.87,0,2,25
0,18,23,1009,3.13,0,0,16
1,18,23,1010,4.92,0,0,16
3,19,23,1009,0.89,0,0,7
4,19,21,1009,0.89,0,0,3
5,19,20,1010,1.78,0,0,2
7,20,22,1011,0.89,0,0,10
8,18,24,1011,3.13,0,0,12
10,17,27,1011,9.39,0,0,10
11,16,28,1011,1.79,0,0,8
12,16,29,1010,3.58,0,0,9
13,15,31,1010,1.79,0,0,18
14,16,31,1010,1.79,0,0,22
17,19,29,1010,16.99,0,0,21
21,20,24,1012,33.98,0,0,49
22,21,23,1012,37.11,0,0,44
23,21,23,1012,40.24,0,0,47
0,21,22,1012,43.37,0,0,48
3,20,21,1012,0.89,0,0,56
4,20,21,1012,0.89,0,0,51
5,20,21,1012,0.89,0,0,62
6,20,20,1013,0.89,0,0,63
7,21,22,1012,0.89,0,0,60
8,22,24,1013,1.78,0,0,75
9,22,25,1013,2.67,0,0,77
10,22,27,1013,1.79,0,0,67
11,21,29,1013,3.13,0,0,87
13,19,29,1012,8.94,0,0,59
14,20,30,1012,12.96,0,0,48
15,18,30,1011,16.98,0,0,54
16,17,29,1011,21,0,0,48
17,18,30,1011,24.13,0,0,42
19,19,26,1011,30.39,0,0,48
20,19,25,1012,34.41,0,0,54
22,19,22,1012,37.99,0,0,51
0,20,22,1012,41.57,0,0,67
3,20,20,1013,46.94,0,0,76
4,19,19,1013,1.79,0,0,81
5,19,19,1013,3.58,0,0,82
6,19,20,1013,5.37,0,0,96
7,21,21,1013,0.89,0,0,89
9,21,24,1013,1.79,0,0,124
13,20,31,1012,3.58,0,0,92
14,20,32,1011,6.71,0,0,99
16,20,31,1010,13.86,0,0,74
17,20,31,1010,16.99,0,0,54
18,20,29,1010,21.01,0,0,47
19,20,27,1011,24.14,0,0,45
20,20,25,1011,27.27,0,0,44
21,20,25,1011,31.29,0,0,54
22,21,23,1012,0.89,0,0,45
23,20,22,1012,1.79,0,0,57
0,21,22,1012,2.68,0,0,60
2,20,21,1012,1.79,0,0,73
3,20,21,1012,2.68,0,0,90
5,19,19,1012,0.89,0,0,105
6,20,20,1012,1.78,0,0,102
8,22,24,1012,1.78,0,0,118
9,22,25,1012,1.79,0,0,107
10,22,28,1011,0.89,0,0,92
11,22,28,1011,1.79,0,0,85
12,22,30,1010,1.79,0,0,91
14,21,31,1009,5.81,0,0,79
15,19,32,1008,11.62,0,0,48
17,21,30,1008,20.56,0,0,69
19,19,27,1009,28.61,0,0,72
21,21,24,1011,0.89,0,0,92
0,21,22,1011,1.78,0,0,104
5,20,20,1010,1.78,0,0,134
6,19,20,1011,2.67,0,0,139
7,20,21,1011,1.79,0,0,81
8,20,24,1012,0.89,0,0,53
10,20,27,1012,0.89,0,0,94
11,19,29,1012,1.78,0,0,99
12,20,30,1011,3.57,0,0,110
14,19,31,1010,3.13,0,0,114
15,17,30,1010,7.15,0,0,92
16,17,30,1010,11.17,0,0,74
18,18,28,1011,18.32,0,0,98
19,18,26,1012,20.11,0,0,120
0,21,22,1012,1.79,0,0,130
0,20,22,1012,8.5,0,0,92
12,21,28,1012,4.92,0,0,134
13,21,25,1012,4.92,0,1,129
15,19,29,1010,7.15,0,0,93
16,18,28,1010,12.07,0,0,87
17,19,28,1010,13.86,0,0,88
22,20,21,1013,1.79,0,0,115
0,19,20,1013,1.79,0,0,87
1,19,20,1013,3.58,0,0,93
3,20,20,1013,1.79,0,0,97
4,20,21,1013,3.58,0,0,97
7,21,22,1014,0.89,0,0,110
8,21,23,1014,1.79,0,0,117
9,21,25,1015,4.92,0,0,125
10,21,25,1015,8.05,0,0,106
12,21,27,1015,14.31,0,0,80
14,20,22,1014,4.92,0,2,98
15,21,22,1014,6.71,0,0,92
16,21,23,1014,10.73,0,0,93
17,20,23,1014,12.52,0,0,85
18,20,23,1014,1.79,0,0,95
22,20,21,1015,1.78,0,0,109
23,20,21,1015,2.67,0,0,118
0,20,21,1016,1.79,0,0,121
1,21,21,1015,2.68,0,0,108
5,21,21,1015,3.12,0,2,116
6,20,21,1016,1.79,0,3,120
8,19,20,1017,5.81,0,2,35
9,19,20,1017,8.94,0,3,32
10,19,20,1017,9.83,0,4,31
11,20,21,1017,13.85,0,5,57
14,22,26,1015,23.24,0,0,82
15,22,27,1015,26.37,0,0,75
17,21,26,1014,32.63,0,0,71
18,21,26,1014,35.76,0,0,80
19,21,26,1014,37.55,0,1,95
20,21,24,1015,40.68,0,2,108
21,21,23,1015,0.89,0,0,118
23,20,21,1015,2.67,0,0,111
1,20,21,1014,0.89,0,0,111
2,21,21,1014,2.68,0,0,111
4,20,20,1014,0.89,0,0,92
5,19,20,1014,1.78,0,0,111
6,20,20,1014,2.67,0,0,124
7,21,21,1014,1.79,0,0,112
9,21,23,1014,5.37,0,0,115
10,21,25,1015,1.79,0,0,95
11,21,26,1014,3.58,0,0,110
12,20,26,1014,6.71,0,0,109
14,18,27,1013,12.97,0,0,80
20,18,22,1012,0.89,0,0,55
22,18,20,1012,0.45,0,0,62
23,18,19,1012,1.34,0,0,78
0,18,19,1012,2.23,0,0,78
1,18,18,1012,1.79,0,0,86
2,18,18,1011,0.89,0,0,102
3,18,18,1011,1.34,0,0,98
4,17,17,1011,1.79,0,0,122
5,18,18,1011,2.68,0,0,100
6,17,18,1011,4.47,0,0,103
7,19,20,1011,6.26,0,0,97
9,20,24,1011,11.18,0,0,98
11,19,27,1011,0.89,0,0,84
13,18,28,1009,3.13,0,0,83
14,19,29,1009,4.92,0,0,89
15,19,29,1008,1.79,0,0,86
16,20,29,1007,3.58,0,0,84
18,19,27,1007,9.39,0,0,75
19,19,25,1008,13.41,0,0,72
21,20,24,1009,0.89,0,0,69
22,20,22,1009,1.78,0,0,75
23,20,21,1010,2.67,0,0,69
0,20,21,1010,0.89,0,0,65
3,19,20,1009,2.23,0,0,114
4,19,20,1009,3.12,0,0,124
5,20,20,1010,4.01,0,0,143
7,20,21,1010,0.89,0,0,150
9,21,24,1010,1.79,0,0,146
10,21,26,1010,0.89,0,0,160
11,21,27,1010,2.68,0,0,129
16,19,29,1007,12.97,0,0,93
17,19,29,1007,16.1,0,0,93
18,21,27,1007,17.89,0,0,100
19,19,26,1008,19.68,0,0,104
20,21,24,1009,21.47,0,0,117
21,21,24,1009,0.89,0,0,135
22,21,23,1010,0.89,0,0,179
0,21,22,1010,1.79,0,0,202
1,21,22,1009,2.68,0,0,184
2,22,23,1009,3.57,0,0,195
3,22,23,1009,5.36,0,0,203
8,22,24,1010,0.89,0,0,166
10,23,26,1010,2.67,0,0,169
11,23,28,1009,3.56,0,0,174
13,23,31,1008,3.13,0,0,143
15,23,30,1007,1.79,0,0,134
16,23,30,1006,4.92,0,0,136
18,22,29,1007,12.07,0,0,147
21,22,26,1008,20.12,0,0,148
22,22,25,1008,0.89,0,0,155
23,23,24,1007,0.89,0,0,172
0,22,23,1007,1.78,0,0,193
2,22,22,1007,0.89,0,0,203
3,22,22,1007,0.89,0,0,211
4,22,23,1006,0.89,0,0,204
7,23,23,1006,1.78,0,0,205
8,24,24,1006,2.67,0,0,204
9,24,26,1006,3.56,0,0,205
10,24,27,1006,1.79,0,0,210
11,24,29,1005,1.79,0,0,201
12,24,29,1005,2.68,0,0,213
13,24,30,1004,1.79,0,0,204
15,24,31,1003,1.79,0,0,233
16,23,31,1003,0.89,0,0,266
17,25,30,1003,1.79,0,0,240
19,25,27,1003,0.89,0,0,272
21,25,26,1005,2.67,0,0,309
22,25,26,1005,3.13,0,0,300
0,23,26,1005,5.81,0,1,280
1,21,23,1007,3.13,0,2,96
2,20,24,1008,4.92,0,3,36
3,21,23,1008,4.02,0,0,41
4,19,21,1010,8.94,0,1,52
5,19,21,1011,12.96,0,0,25
7,18,20,1013,17.88,0,0,13
9,18,22,1014,1.79,0,0,16
11,18,24,1013,3.13,0,0,22
12,17,26,1013,1.79,0,0,27
14,14,28,1011,7.15,0,0,19
15,13,28,1010,11.17,0,0,22
16,12,28,1010,15.19,0,0,12
20,14,22,1010,32.17,0,0,31
21,15,21,1010,35.3,0,0,32
22,15,22,1011,37.09,0,0,32
23,17,19,1011,37.98,0,0,31
0,17,18,1010,38.87,0,0,39
1,17,18,1010,39.76,0,0,32
2,17,18,1010,40.65,0,0,40
4,16,17,1010,1.78,0,0,43
6,17,18,1011,2.68,0,0,82
9,17,23,1011,1.79,0,0,88
11,17,27,1011,1.79,0,0,52
13,16,29,1009,3.58,0,0,39
14,16,30,1008,6.71,0,0,37
15,17,30,1008,9.84,0,0,31
16,18,30,1008,4.02,0,0,57
19,18,24,1008,13.85,0,0,57
20,18,23,1009,15.64,0,0,51
21,18,23,1009,17.43,0,0,71
0,20,21,1010,0.89,0,0,47
3,19,21,1011,0.89,0,0,60
5,19,20,1012,0.89,0,0,78
8,19,22,1013,1.78,0,0,96
9,20,24,1014,1.79,0,0,103
10,19,25,1014,4.92,0,0,99
11,19,26,1014,8.05,0,0,107
14,20,27,1013,20.11,0,0,78
15,17,27,1013,24.13,0,0,61
16,17,27,1012,29.05,0,0,69
17,18,26,1013,33.97,0,0,69
18,19,25,1013,37.99,0,0,81
20,20,23,1014,42.91,0,0,107
23,19,21,1015,4.92,0,0,137
0,19,20,1014,5.81,0,0,169
1,19,19,1014,0.89,0,0,191
2,19,20,1014,2.68,0,0,191
3,18,18,1014,0.89,0,0,189
4,18,19,1014,0.89,0,0,160
5,18,18,1014,1.34,0,0,159
6,18,18,1014,2.23,0,0,112
7,19,19,1015,3.12,0,0,111
8,19,21,1015,4.02,0,0,83
9,19,24,1015,5.81,0,0,65
11,18,26,1015,1.79,0,0,76
12,17,28,1014,3.13,0,0,79
13,16,28,1013,4.92,0,0,63
14,17,30,1012,1.79,0,0,58
15,17,30,1012,1.79,0,0,56
16,15,31,1011,3.58,0,0,62
19,16,26,1012,10.28,0,0,35
20,16,25,1012,13.41,0,0,36
21,16,25,1012,16.54,0,0,39
22,16,22,1012,18.33,0,0,37
0,17,19,1012,1.79,0,0,73
1,17,18,1012,1.79,0,0,78
2,17,18,1012,0.89,0,0,90
3,17,18,1013,1.78,0,0,81
4,17,17,1013,2.67,0,0,93
5,18,18,1013,3.12,0,0,83
8,19,22,1015,1.78,0,0,96
9,19,24,1015,1.79,0,0,146
10,19,25,1015,3.58,0,0,163
11,18,27,1015,5.37,0,0,161
12,16,29,1014,10.29,0,0,151
13,16,28,1014,14.31,0,0,105
14,16,29,1013,18.33,0,0,101
15,17,29,1012,22.35,0,0,92
17,16,27,1012,29.5,0,0,96
20,15,22,1013,37.55,0,0,58
21,15,22,1013,39.34,0,0,55
22,16,19,1013,0.45,0,0,41
23,17,19,1013,1.34,0,0,36
0,17,20,1013,2.23,0,0,49
1,17,20,1012,0.89,0,0,50
4,16,19,1012,2.67,0,0,73
5,16,18,1012,3.56,0,0,86
6,16,18,1012,4.45,0,0,157
7,17,19,1012,0.89,0,0,100
8,16,21,1012,1.79,0,0,109
12,16,27,1010,4.92,0,0,103
13,18,28,1009,8.05,0,0,127
16,17,29,1007,21.01,0,0,98
17,17,28,1007,25.93,0,0,125
18,18,26,1007,29.06,0,0,155
19,19,25,1007,32.19,0,0,143
20,19,23,1008,33.98,0,0,160
23,19,23,1007,40.69,0,0,194
0,19,22,1007,42.48,0,0,195
1,20,21,1006,44.27,0,0,206
2,20,21,1006,46.06,0,0,221
3,20,21,1006,47.85,0,0,217
4,20,21,1006,49.64,0,0,218
5,19,20,1005,51.43,0,0,230
7,20,21,1006,55.01,0,0,249
8,21,22,1006,56.8,0,0,256
10,21,24,1006,1.79,0,0,256
13,20,27,1005,8.05,0,0,202
14,13,29,1004,15.2,0,0,116
17,15,25,1005,3.13,0,0,30
18,17,21,1005,4.02,0,0,43
20,16,21,1007,4.02,0,0,70
22,18,20,1009,0.89,0,2,79
0,18,20,1009,2.68,0,4,80
1,18,20,1009,5.81,0,0,69
2,17,21,1009,9.83,0,0,64
3,16,20,1009,12.96,0,0,17
5,14,20,1011,20.11,0,0,13
8,15,18,1012,6.26,0,1,21
11,14,20,1013,0.89,0,0,26
13,14,20,1012,4.02,0,0,24
14,14,19,1012,7.15,0,0,51
15,15,19,1012,8.94,0,0,40
16,15,19,1013,10.73,0,0,45
17,16,19,1013,12.52,0,0,57
18,16,19,1013,14.31,0,0,57
22,16,17,1016,0.89,0,0,43
0,17,17,1017,1.79,0,0,43
1,17,17,1017,3.58,0,0,58
2,17,17,1017,0.89,0,0,54
3,15,16,1017,1.79,0,0,48
4,14,16,1018,4.92,0,0,34
6,13,14,1019,12.07,0,0,5
7,14,17,1020,16.09,0,0,6
9,6,20,1021,25.03,0,0,13
10,6,22,1022,29.95,0,0,7
11,8,22,1021,4.92,0,0,3
12,3,24,1021,7.15,0,0,16
13,3,24,1020,11.17,0,0,9
14,4,24,1020,4.92,0,0,8
16,5,23,1020,1.79,0,0,10
17,5,23,1020,4.92,0,0,12
18,9,20,1021,0.89,0,0,14
19,12,18,1021,0.89,0,0,23
20,12,17,1022,0.89,0,0,32
22,10,20,1023,3.13,0,0,19
23,10,18,1023,0.89,0,0,21
0,11,17,1023,1.79,0,0,48
1,11,17,1023,3.58,0,0,31
2,11,17,1023,5.37,0,0,31
3,12,17,1023,0.89,0,1,25
4,13,16,1024,4.92,0,2,23
5,13,15,1024,9.84,0,3,22
6,13,14,1025,13.86,0,4,11
8,13,14,1025,21.01,0,6,11
10,12,14,1026,29.95,0,8,10
11,12,14,1026,31.74,0,9,22
12,13,14,1025,34.87,0,10,8
13,13,14,1024,38,0,11,19
14,14,15,1024,1.79,0,12,20
15,13,14,1023,0.89,0,13,14
16,14,15,1023,1.79,0,14,24
17,13,14,1022,4.92,0,15,17
19,14,14,1022,1.79,0,17,29
20,14,14,1022,3.58,0,18,27
21,14,14,1022,1.79,0,0,31
22,14,14,1022,1.79,0,0,31
23,14,14,1022,4.92,0,0,28
0,13,13,1022,6.71,0,0,35
2,14,15,1021,12.97,0,0,28
3,13,14,1020,13.86,0,0,28
5,13,14,1020,17.44,0,0,28
6,13,13,1020,0.89,0,0,28
8,14,16,1020,3.58,0,0,39
12,15,21,1020,2.68,0,0,33
13,14,21,1018,4.47,0,0,56
14,14,22,1018,6.26,0,0,58
15,14,22,1017,1.79,0,0,67
16,14,22,1017,3.58,0,0,71
19,15,20,1017,9.39,0,0,56
20,15,19,1018,11.18,0,0,52
21,15,18,1018,12.97,0,0,51
22,15,17,1018,0.89,0,0,56
23,14,15,1018,1.78,0,0,54
0,14,14,1018,1.79,0,0,68
1,14,14,1018,2.68,0,0,71
2,13,13,1018,3.57,0,0,75
4,12,13,1017,1.78,0,0,78
5,12,12,1017,2.67,0,0,77
6,12,12,1017,0.89,0,0,100
7,13,14,1017,1.78,0,0,94
9,15,16,1018,3.56,0,0,124
10,17,17,1017,4.45,0,0,128
11,16,19,1017,1.79,0,0,131
12,16,20,1016,4.92,0,0,149
13,16,20,1016,8.05,0,0,114
14,16,20,1015,11.18,0,0,142
15,16,20,1014,15.2,0,0,168
16,16,20,1014,18.33,0,0,163
18,16,19,1013,23.25,0,0,176
19,16,18,1014,25.04,0,0,180
20,16,18,1014,26.83,0,0,179
21,16,18,1014,28.62,0,0,135
22,17,18,1014,30.41,0,0,85
23,17,19,1014,32.2,0,0,102
0,17,19,1014,33.99,0,0,108
1,18,19,1014,37.12,0,0,113
2,17,19,1013,38.91,0,0,116
3,18,19,1013,42.04,0,0,113
4,18,19,1013,43.83,0,0,117
5,18,18,1012,45.62,0,0,117
6,18,18,1013,0.89,0,0,117
8,18,19,1013,3.58,0,0,117
10,18,20,1013,9.84,0,0,134
11,18,21,1013,11.63,0,0,120
12,18,21,1012,13.42,0,0,126
13,18,21,1012,16.55,0,0,117
16,17,22,1011,25.94,0,0,118
17,17,21,1011,27.73,0,0,102
18,18,21,1011,29.52,0,0,102
21,18,20,1012,0.89,0,0,134
22,18,20,1012,1.78,0,0,136
0,18,19,1011,0.89,0,0,142
1,18,19,1011,0.89,0,0,146
2,18,19,1011,1.78,0,0,164
3,18,18,1011,2.23,0,0,163
4,18,19,1010,0.89,0,0,180
6,18,19,1010,0.89,0,0,170
7,18,19,1010,0.89,0,0,178
8,19,20,1011,1.78,0,0,188
10,18,22,1011,0.89,0,0,188
12,19,23,1011,7.15,0,0,196
14,19,26,1009,13.41,0,0,133
15,18,25,1009,15.2,0,0,145
16,17,25,1009,1.79,0,0,147
17,18,24,1009,3.13,0,0,113
18,18,22,1009,4.92,0,0,99
19,19,21,1009,6.71,0,0,96
20,18,20,1009,7.6,0,0,131
